school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, address_line_2, postal_state, school_no,longitude, address_town, education_sector, full_phone_no,latitude, entity_type
Primary,118,3021,St Paul's Kealba Catholic School,230-240 Sunshine Avenue,O,null,KEALBA,VIC,3021,Brimbank (C),230-240 Sunshine Avenue,null,VIC,1761,144.81963,KEALBA,Catholic,03 9366 6033,-37.73374,2
Primary,267,3175,St Elizabeth's School,111 Bakers Road,O,null,DANDENONG NORTH,VIC,3175,Greater Dandenong (C),111 Bakers Road,null,VIC,1762,145.19888,DANDENONG NORTH,Catholic,03 9795 5258,-37.94632,2
Primary,189,3073,St Joseph the Worker School,79 Wilson Boulevard,O,null,RESERVOIR NORTH,VIC,3073,Darebin (C),79 Wilson Boulevard,null,VIC,1763,144.99292,RESERVOIR NORTH,Catholic,03 9469 7800,-37.70222,2
Primary,118,3021,Resurrection School,51 Gum Road,O,null,KINGS PARK,VIC,3021,Brimbank (C),51 Gum Road,null,VIC,1764,144.77539,KINGS PARK,Catholic,03 9366 7022,-37.7363,2
Secondary,118,3021,Catholic Regional College,PO Box 252,O,null,ST ALBANS,VIC,3021,Brimbank (C),10 Theodore Street,null,VIC,1765,144.79909,ST ALBANS,Catholic,03 9366 2544,-37.73889,2
Secondary,145,3807,St Francis Xavier College,PO Box 85,O,null,BEACONSFIELD,VIC,3807,Cardinia (S),4 Beaconsfield Avenue,null,VIC,1766,145.37311,BEACONSFIELD,Catholic,03 9707 3111,-38.052,2
Primary,66,3088,Plenty Valley International Montessori School,315 Aqueduct Rd,O,null,ST HELENA,VIC,3088,Banyule (C),315 Aqueduct Rd,null,VIC,1770,145.13708,ST HELENA,Independent,03 9438 3202,-37.68407,2
Pri/Sec,367,3152,Waverley Christian College,PO Box 395,O,null,VERMONT,VIC,3133,Knox (C),1248 High Street Road,null,VIC,1771,145.2153,WANTIRNA SOUTH,Independent,03 9871 8600,-37.88014,2
Pri/Sec,635,3143,The King David School,PO Box 286,O,null,MALVERN,VIC,3144,Stonnington (C),517-519 Orrong Road,null,VIC,1773,145.0105,ARMADALE,Independent,03 9529 5277,-37.85823,2
Pri/Sec,726,3029,Westbourne Grammar School,Post Office Box 37,O,null,WERRIBEE,VIC,3030,Wyndham (C),300 Sayers Rd,null,VIC,1775,144.7249,TRUGANINA,Independent,03 9731 9444,-37.85084,2
Primary,118,3036,St Augustine's Primary School,Augustine's Way,O,null,KEILOR,VIC,3036,Brimbank (C),Augustine's Way,null,VIC,1779,144.82053,KEILOR,Catholic,03 9336 4294,-37.71063,2
Primary,465,3338,St Anthony's School,PO Box 2312,O,null,MELTON SOUTH,VIC,3338,Melton (C),Wilson Road,null,VIC,1780,144.5729,MELTON SOUTH,Catholic,03 9743 1401,-37.70966,2
Primary,571,3088,St Thomas the Apostle School,251 Diamond Creek Road,O,null,GREENSBOROUGH NORTH,VIC,3088,Nillumbik (S),251 Diamond Creek Road,null,VIC,1781,145.1191,GREENSBOROUGH NORTH,Catholic,03 9434 4565,-37.68219,2
Primary,367,3152,St Luke's School,25 Stokes Road,O,null,WANTIRNA,VIC,3152,Knox (C),25 Stokes Road,null,VIC,1782,145.23508,WANTIRNA,Catholic,03 9801 6917,-37.85338,2
Primary,118,3020,St Peter's School,2A Killeen Street,O,null,SUNSHINE SOUTH WEST,VIC,3020,Brimbank (C),2A Killeen Street,null,VIC,1784,144.81963,SUNSHINE SOUTH WEST,Catholic,03 9312 3147,-37.80028,2
Pri/Sec,707,3083,Northside Christian College,31 McLeans Rd,O,null,BUNDOORA,VIC,3083,Whittlesea (C),31 McLeans Rd,null,VIC,1787,145.05467,BUNDOORA,Independent,03 9467 2499,-37.69501,2
Pri/Sec,189,3072,St John's College Preston,21 Railway Place West,O,null,PRESTON,VIC,3072,Darebin (C),21 Railway Place West,null,VIC,1788,144.99873,PRESTON,Independent,03 9480 5300,-37.74725,2
Pri/Sec,327,3047,Sirius College,PO Box 552,O,null,DALLAS,VIC,3047,Hume (C),Goulburn Street,null,VIC,1958,144.93564,BROADMEADOWS,Independent,03 9301 5800,-37.68472,2
Primary,441,3136,Good Shepherd Lutheran Primary School,53-57 Plymouth Rd,O,null,CROYDON HILLS,VIC,3136,Maroondah (C),53-57 Plymouth Rd,null,VIC,1789,145.26862,CROYDON HILLS,Independent,03 9725 8255,-37.78268,2
Pri/Sec,745,3116,Oxley Christian College,PO Box 553,O,null,LILYDALE,VIC,3140,Yarra Ranges (S),15 - 49 Old Melbourne Rd,null,VIC,1792,145.30432,CHIRNSIDE PARK,Independent,03 9727 9900,-37.76294,2
Pri/Sec,745,3793,Mountain District Christian School,PO Box 483,O,null,MONBULK,VIC,3793,Yarra Ranges (S),325 Macclesfield Road,null,VIC,1795,145.45271,MONBULK,Independent,03 9756 7244,-37.85665,2
Secondary,433,3019,Caroline Chisholm Catholic College,204 Churchill Avenue,O,null,BRAYBROOK,VIC,3019,Maribyrnong (C),204 Churchill Avenue,null,VIC,1801,144.8501,BRAYBROOK,Catholic,03 9296 5311,-37.78586,2
Primary,745,3796,St Mary's School,PO Box 317,O,null,MOUNT EVELYN,VIC,3796,Yarra Ranges (S),58 Clegg Road,null,VIC,1804,145.39586,MOUNT EVELYN,Catholic,03 9736 2219,-37.79052,2
Primary,421,3114,St Anne's School,60 Knees Road,O,null,PARK ORCHARDS,VIC,3114,Manningham (C),60 Knees Road,null,VIC,1805,145.2186,PARK ORCHARDS,Catholic,03 9876 1533,-37.7733,2
Primary,327,3064,Our Lady's School,Craigieburn Road West,O,null,CRAIGIEBURN,VIC,3064,Hume (C),Craigieburn Road West,null,VIC,1807,144.93137,CRAIGIEBURN,Catholic,03 9308 2011,-37.5986,2
Primary,217,3199,St Augustine's School,80 Golf Links Road,O,null,FRANKSTON SOUTH,VIC,3199,Frankston (C),80 Golf Links Road,null,VIC,1808,145.14587,FRANKSTON SOUTH,Catholic,03 9781 3007,-38.17205,2
Primary,707,3082,St Francis of Assisi School,290-312 Childs Road,O,null,MILL PARK,VIC,3082,Whittlesea (C),290-312 Childs Road,null,VIC,1809,145.05891,MILL PARK,Catholic,03 9407 3100,-37.66499,2
Secondary,66,3087,Loyola College,325 Grimshaw Street,O,null,WATSONIA,VIC,3087,Banyule (C),325 Grimshaw Street,null,VIC,1810,145.08073,WATSONIA,Catholic,03 9434 4466,-37.7034,2
Secondary,465,3337,Catholic Regional College,PO Box 530,O,null,MELTON,VIC,3337,Melton (C),109-141 Bulman's Road,null,VIC,1811,144.55042,MELTON,Catholic,03 9743 6522,-37.67725,2
Pri/Sec,745,3138,Billanook College,197-199 Cardigan Road,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),197-199 Cardigan Road,null,VIC,1816,145.33887,MOOROOLBARK,Independent,03 9725 5388,-37.78785,2
Primary,735,3068,Fitzroy Community School,597 Brunswick Street,O,null,FITZROY NORTH,VIC,3068,Yarra (C),597 Brunswick Street,null,VIC,1819,144.97981,FITZROY NORTH,Independent,03 9489 5700,-37.78917,2
Primary,161,3802,St Paul Apostle South School,9 William Hovell Drive,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),9 William Hovell Drive,null,VIC,1820,145.25793,ENDEAVOUR HILLS,Catholic,03 9700 3663,-37.98052,2
Primary,343,3169,St Andrew's School,96 Bunney Road,O,null,CLAYTON SOUTH,VIC,3169,Kingston (C),96 Bunney Road,null,VIC,1821,145.1072,CLAYTON SOUTH,Catholic,03 9551 5094,-37.93489,2
Primary,534,3930,St Thomas More's School,PO Box 240,O,null,MOUNT ELIZA,VIC,3930,Mornington Peninsula (S),313 Canadian Bay Road,null,VIC,1822,145.10114,MOUNT ELIZA,Catholic,03 9787 7788,-38.19773,2
Pri/Sec,571,3754,Plenty Valley Christian College,840 Yan Yean Road,O,null,DOREEN,VIC,3754,Nillumbik (S),840 Yan Yean Road,null,VIC,1826,145.1388,DOREEN,Independent,03 9717 7400,-37.61346,2
Primary,726,3029,St James the Apostle School,Derrimut Road,O,null,HOPPERS CROSSING NORTH,VIC,3029,Wyndham (C),Derrimut Road,null,VIC,1829,144.68748,HOPPERS CROSSING NORTH,Catholic,03 9749 1000,-37.85729,2
Primary,367,3178,St Simon's School,2 Taylors Lane,O,null,ROWVILLE,VIC,3178,Knox (C),2 Taylors Lane,null,VIC,1830,145.24533,ROWVILLE,Catholic,03 9755 4222,-37.92568,2
Primary,311,3028,Queen of Peace Primary School,PO Box 1259,O,null,ALTONA MEADOWS,VIC,3028,Hobsons Bay (C),62 Everingham Road,null,VIC,1831,144.7917,ALTONA MEADOWS,Catholic,03 9369 2581,-37.87515,2
Primary,161,3805,Don Bosco School,496 Princes Highway,O,null,NARRE WARREN,VIC,3805,Casey (C),496 Princes Highway,null,VIC,1832,145.315,NARRE WARREN,Catholic,03 9704 7255,-38.02597,2
Primary,275,3226,Our Lady Star of the Sea School,PO Box 800,O,null,OCEAN GROVE,VIC,3226,Greater Geelong (C),13-29 John Dory Drive,null,VIC,1833,144.54016,OCEAN GROVE,Catholic,03 5255 4308,-38.26078,2
Secondary,118,3037,Catholic Regional College Institute of Training,380 Sydenham Road,O,null,SYDENHAM,VIC,3037,Brimbank (C),380 Sydenham Road,null,VIC,1834,144.77101,SYDENHAM,Catholic,03 9361 0000,-37.69914,2
Secondary,118,3036,Catholic Regional College North Keilor,PO Box 113,O,null,KEILOR,VIC,3036,Brimbank (C),Santa Monica Drive,null,VIC,1835,144.80505,KEILOR NORTH,Catholic,03 9361 5900,-37.69994,2
Primary,441,3136,Village School,PO Box 5101,O,null,WONGA PARK,VIC,3115,Maroondah (C),9-13 Holloway Road,null,VIC,1836,145.2945,CROYDON NORTH,Independent,03 9726 4766,-37.76375,2
Pri/Sec,217,3911,Bayside Christian College,PO Box 37,O,null,FRANKSTON,VIC,3199,Frankston (C),120-128 Robinsons Road,null,VIC,1837,145.16302,LANGWARRIN SOUTH,Independent,03 5971 6700,-38.17863,2
Special,111,3101,Andale School,PO Box 2483,O,null,KEW,VIC,3101,Boroondara (C),84 Charles Street,null,VIC,1838,145.03604,KEW,Independent,03 9853 3911,-37.80551,2
Pri/Sec,367,3152,The Knox School,PO Box 4508,O,Knox City,WANTIRNA SOUTH,VIC,3152,Knox (C),220 Burwood Highway,null,VIC,1841,145.2192,WANTIRNA SOUTH,Independent,03 8805 3800,-37.86547,2
Pri/Sec,726,3030,Heathdale Christian College,PO Box 1042,O,Werribee Plaza,WERRIBEE,VIC,3030,Wyndham (C),175 Derrimut Rd,null,VIC,1846,144.68134,WERRIBEE,Independent,03 9749 1522,-37.88132,2
Pri/Sec,161,3978,Hillcrest Christian College,PO Box 498,O,null,BEACONSFIELD,VIC,3807,Casey (C),500 Soldiers Road,null,VIC,1848,145.3638,CLYDE NORTH,Independent,03 9702 2144,-38.08468,2
Primary,118,3020,Sunshine Christian School,PO Box 322,O,null,SUNSHINE,VIC,3020,Brimbank (C),81 - 83 Westmoreland Road,null,VIC,1850,144.83586,SUNSHINE NORTH,Independent,03 9312 1253,-37.7684,2
Special,497,3147,Frank Dando Sports Academy,33 Raymond Street,O,null,ASHWOOD,VIC,3147,Monash (C),33 Raymond Street,null,VIC,1852,145.10889,ASHWOOD,Independent,03 9807 2111,-37.8668,2
Pri/Sec,145,3810,Beaconhills College,30-34 Toomuc Valley Road,O,null,PAKENHAM,VIC,3810,Cardinia (S),30-34 Toomuc Valley Road,null,VIC,1855,145.46732,PAKENHAM,Independent,1300 002 225,-38.0619,2
Primary,745,3137,Ghilgai School,295 Liverpool Road,O,null,KILSYTH,VIC,3137,Yarra Ranges (S),295 Liverpool Road,null,VIC,1856,145.31892,KILSYTH,Independent,03 9728 5819,-37.82914,2
Primary,367,3154,St Bernadette's Catholic Primary School,PO Box 106,O,null,THE BASIN,VIC,3154,Knox (C),1264 Mountain Highway,null,VIC,1857,145.31084,THE BASIN,Catholic,03 9762 5135,-37.8539,2
Primary,707,3075,St Catherine's School,2 Lascelles Drive,O,null,LALOR WEST,VIC,3075,Whittlesea (C),2 Lascelles Drive,null,VIC,1858,145.00323,LALOR WEST,Catholic,03 9466 2480,-37.6656,2
Primary,707,3757,St Mary's School,2-20 Fir Street,O,null,WHITTLESEA,VIC,3757,Whittlesea (C),2-20 Fir Street,null,VIC,1860,145.11453,WHITTLESEA,Catholic,03 9716 2478,-37.50906,2
Primary,421,3106,St Charles Borromeo School,PO Box 922,O,null,TEMPLESTOWE,VIC,3106,Manningham (C),230-234 Serpells Road,null,VIC,1861,145.15343,TEMPLESTOWE,Catholic,03 9842 7634,-37.7674,2
Pri/Sec,745,3160,Belgrave Heights Christian School,20 Wattle Valley Road,O,null,BELGRAVE HEIGHTS,VIC,3160,Yarra Ranges (S),20 Wattle Valley Road,null,VIC,1864,145.34624,BELGRAVE HEIGHTS,Independent,03 9754 6435,-37.9189,2
Pri/Sec,497,3166,Oakleigh Grammar,PO Box 2120,O,null,OAKLEIGH,VIC,3166,Monash (C),77  Willesden Road,null,VIC,1866,145.08282,OAKLEIGH,Independent,03 9569 6128,-37.89591,2
Special,745,3777,Worawa Aboriginal College,PO Box 1250,O,null,HEALESVILLE,VIC,3777,Yarra Ranges (S),60 - 80 Barak Lane,null,VIC,1868,145.50922,HEALESVILLE,Independent,03 5962 4344,-37.68452,2
Pri/Sec,367,3152,St Andrews Christian College,PO Box 4646,O,null,KNOX CITY CENTRE,VIC,3152,Knox (C),130 Tyner Road,null,VIC,1871,145.24464,WANTIRNA SOUTH,Independent,03 9800 2922,-37.87387,2
Pri/Sec,525,3058,Australian International Academy of Education,653 Sydney Road,O,null,COBURG,VIC,3058,Moreland (C),653 Sydney Road,null,VIC,1874,144.96613,COBURG,Independent,03 9350 4533,-37.73633,2
Pri/Sec,534,3913,Flinders Christian Community College,PO Box 45,O,null,TYABB,VIC,3913,Mornington Peninsula (S),155 Mornington - Tyabb Road,null,VIC,1876,145.16798,TYABB,Independent,03 9785 0000,-38.26212,2
Primary,118,3038,St Mary MacKillop Primary School,152 Odessa Avenue,O,null,KEILOR DOWNS,VIC,3038,Brimbank (C),152 Odessa Avenue,null,VIC,1877,144.80435,KEILOR DOWNS,Catholic,03 9367 6199,-37.71462,2
Primary,465,3337,St Catherine of Siena School,PO Box 208,O,null,MELTON WEST,VIC,3337,Melton (C),Bulman's Road,null,VIC,1878,144.5502,MELTON WEST,Catholic,03 9743 2166,-37.67878,2
Primary,745,3793,St Paul's School,59 Moores Road,O,null,MONBULK,VIC,3793,Yarra Ranges (S),59 Moores Road,null,VIC,1879,145.41206,MONBULK,Catholic,03 9756 7201,-37.868,2
Primary,534,3939,Our Lady of Fatima School,16 Hinton Street,O,null,ROSEBUD,VIC,3939,Mornington Peninsula (S),16 Hinton Street,null,VIC,1881,144.89754,ROSEBUD,Catholic,03 5950 0400,-38.37133,2
Primary,497,3150,St Justin's School,42 Whalley Drive,O,null,WHEELERS HILL,VIC,3150,Monash (C),42 Whalley Drive,null,VIC,1882,145.1905,WHEELERS HILL,Catholic,03 9561 7644,-37.91781,2
Primary,745,3137,St Richard's Primary School,Private Bag 6 Post Office,O,null,KILSYTH,VIC,3137,Yarra Ranges (S),672 Mount Dandenong Road,null,VIC,1891,145.32175,KILSYTH,Catholic,03 9728 4378,-37.80656,2
Primary,367,3152,Holy Trinity School,10 Riddell Road,O,null,WANTIRNA SOUTH,VIC,3152,Knox (C),10 Riddell Road,null,VIC,1893,145.2429,WANTIRNA SOUTH,Catholic,03 9801 8296,-37.87747,2
Pri/Sec,465,3338,Melton Christian College,PO Box 88,O,null,MELTON,VIC,3337,Melton (C),152-156 Brooklyn Road,null,VIC,1894,144.56029,MELTON SOUTH,Independent,03 9743 8193,-37.70028,2
Primary,161,3802,St Paul Apostle North School,76 Mossgiel Park Drive,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),76 Mossgiel Park Drive,null,VIC,1897,145.26266,ENDEAVOUR HILLS,Catholic,03 9700 6068,-37.96753,2
Primary,726,3030,Corpus Christi School,29  Russell Street,O,null,WERRIBEE,VIC,3030,Wyndham (C),29  Russell Street,null,VIC,1898,144.66344,WERRIBEE,Catholic,03 9741 8440,-37.90995,2
Secondary,267,3174,Nazareth College,Manning Drive,O,null,NOBLE PARK NORTH,VIC,3174,Greater Dandenong (C),Manning Drive,null,VIC,1899,145.19547,NOBLE PARK NORTH,Catholic,03 9795 8100,-37.94023,2
Pri/Sec,231,3162,Japanese School of Melbourne,6 Ellington Street,O,null,CAULFIELD SOUTH,VIC,3162,Glen Eira (C),6 Ellington Street,null,VIC,1902,145.0194,CAULFIELD SOUTH,Independent,03 9528 1978,-37.89244,2
Pri/Sec,735,3067,Sophia Mundi Steiner School,P.O. Box 184,O,null,ABBOTSFORD,VIC,3067,Yarra (C),1 St Helliers Street,null,VIC,1905,145.00522,ABBOTSFORD,Independent,03 9419 9229,-37.80366,2
Pri/Sec,726,3029,Al-Taqwa College,PO Box 1103,O,Werribee Plaza,HOPPERS CROSSING,VIC,3029,Wyndham (C),201 Sayers Road,null,VIC,1906,144.72202,TRUGANINA,Independent,03 9269 5000,-37.85265,2
Pri/Sec,118,3036,Overnewton Anglican Community College,2-30 Overnewton Road,O,null,KEILOR,VIC,3036,Brimbank (C),2-30 Overnewton Road,null,VIC,1908,144.82318,KEILOR,Independent,03 9334 0149,-37.70656,2
Primary,217,3201,St Joachim's School,25 Broderick Road,O,null,CARRUM DOWNS,VIC,3201,Frankston (C),25 Broderick Road,null,VIC,1909,145.17847,CARRUM DOWNS,Catholic,03 9785 2633,-38.10335,2
Primary,66,3095,Holy Trinity Primary School,94 Weidlich Road,O,null,ELTHAM NORTH,VIC,3095,Banyule (C),94 Weidlich Road,null,VIC,1910,145.13547,ELTHAM NORTH,Catholic,03 9431 0888,-37.69844,2
Primary,327,3059,St Carlo Borromeo School,5-9 Drummond Street,O,null,GREENVALE,VIC,3059,Hume (C),5-9 Drummond Street,null,VIC,1911,144.88864,GREENVALE,Catholic,03 9333 2572,-37.65364,2
Pri/Sec,745,3797,Little Yarra Steiner School,PO Box 19,O,null,YARRA JUNCTION,VIC,3797,Yarra Ranges (S),205 Little Yarra Road,null,VIC,1914,145.63116,YARRA JUNCTION,Independent,03 5967 1953,-37.79444,2
Primary,161,3976,St Kevin's School,120 Hallam Road,O,null,HAMPTON PARK,VIC,3976,Casey (C),120 Hallam Road,null,VIC,1918,145.2674,HAMPTON PARK,Catholic,03 9709 8600,-38.03932,2
Secondary,161,3977,St Peter's College,PO Box 615,O,null,CRANBOURNE,VIC,3977,Casey (C),Cranbourne-Frankston Road,null,VIC,1920,145.25687,CRANBOURNE,Catholic,03 5990 7777,-38.10841,2
Pri/Sec,267,3173,Lighthouse Christian College,927-937 Springvale Road,O,null,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),927-937 Springvale Road,null,VIC,1923,145.1435,KEYSBOROUGH,Independent,03 8796 7373,-38.0012,2
Pri/Sec,735,3078,Alphington Grammar School,PO Box 5007,O,null,ALPHINGTON,VIC,3078,Yarra (C),12 - 18 Old Heidelberg Road,null,VIC,1924,145.03616,ALPHINGTON,Independent,03 9497 4777,-37.78043,2
Primary,161,3977,St Therese's School,PO Box 520,O,null,CRANBOURNE NORTH,VIC,3977,Casey (C),131 Endeavour Drive,null,VIC,1926,145.26724,CRANBOURNE NORTH,Catholic,03 5996 7525,-38.07727,2
Primary,745,3138,Yarralinda School,4 Birchwood Drive,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),4 Birchwood Drive,null,VIC,1930,145.32506,MOOROOLBARK,Independent,03 9727 3032,-37.76461,2
Pri/Sec,327,3048,St Mary's Coptic Orthodox College,PO Box 19,O,null,DALLAS,VIC,3048,Hume (C),19-35 Thorpdale Avenue,null,VIC,1934,144.93121,COOLAROO,Independent,03 9302 2788,-37.65583,2
Pri/Sec,267,3171,Minaret College,PO Box 264,O,null,SPRINGVALE,VIC,3171,Greater Dandenong (C),1 Birch Street,null,VIC,1936,145.14864,SPRINGVALE,Independent,03 9574 0567,-37.93904,2
Primary,590,3205,Galilee Regional Catholic Primary School,301-319 Bank Street,O,null,MELBOURNE SOUTH,VIC,3205,Port Phillip (C),301-319 Bank Street,null,VIC,1941,144.9548,MELBOURNE SOUTH,Catholic,03 9699 2928,-37.83616,2
Pri/Sec,161,3977,Casey Grammar School,PO Box 302,O,null,CRANBOURNE EAST,VIC,3977,Casey (C),3 New Holland Drive,null,VIC,1942,145.2929,CRANBOURNE EAST,Independent,03 5991 0800,-38.1103,2
Primary,534,3912,St Brendan's School,PO Box 345,O,null,SOMERVILLE,VIC,3912,Mornington Peninsula (S),19 Austin Road,null,VIC,1943,145.1684,SOMERVILLE,Catholic,03 5977 7277,-38.23365,2
Primary,161,3804,Mary MacKillop School,PO Box 130,O,null,NARRE WARREN NORTH,VIC,3804,Casey (C),2 Ernst Wanke Road,null,VIC,1944,145.31128,NARRE WARREN NORTH,Catholic,03 8794 5777,-37.99584,2
Primary,726,3030,Bethany Catholic Primary School,80 Thames Boulevard,O,null,WERRIBEE NORTH,VIC,3030,Wyndham (C),80 Thames Boulevard,null,VIC,1945,144.65866,WERRIBEE NORTH,Catholic,03 9742 9800,-37.87559,2
Pri/Sec,327,3047,Ilim College,PO Box 150,O,null,DALLAS,VIC,3047,Hume (C),30 Inverloch Crescent,null,VIC,1947,144.93007,BROADMEADOWS,Independent,03 9302 3770,-37.66862,2
Secondary,327,3047,Penola Catholic College,PO Box 637,O,null,GLENROY,VIC,3046,Hume (C),29 GIbson Street,null,VIC,1949,144.91826,BROADMEADOWS,Catholic,03 9301 2777,-37.68786,2
Pri/Sec,275,3222,Christian College Bellarine,PO Box 146,O,null,BELMONT,VIC,3216,Greater Geelong (C),40 Collins Street,null,VIC,1950,144.57356,DRYSDALE,Independent,03 5253 2998,-38.17102,2
Primary,327,3064,Good Samaritan Catholic Primary School,PO Box 27,O,null,SOMERTON,VIC,3062,Hume (C),1-29 Southern Cross Drive,null,VIC,1951,144.93433,ROXBURGH PARK,Catholic,03 9308 6177,-37.62344,2
Primary,111,3122,Erasmus School,40 Lisson Grove,O,null,HAWTHORN,VIC,3122,Boroondara (C),40 Lisson Grove,null,VIC,1952,145.03133,HAWTHORN,Independent,03 9819 1266,-37.82708,2
Primary,413,3438,Holy Cross Primary School,158 Hamilton Road,O,null,NEW GISBORNE,VIC,3438,Macedon Ranges (S),158 Hamilton Road,null,VIC,1955,144.59778,NEW GISBORNE,Catholic,03 5428 3333,-37.45589,2
Primary,161,3806,St Catherine's Primary School,PO Box 557,O,null,BERWICK,VIC,3806,Casey (C),73 Ridgemont Drive,null,VIC,1956,145.33694,BERWICK,Catholic,03 9702 1466,-38.06977,2
Pri/Sec,726,3029,Good News Lutheran College,PO Box 2193,O,null,WERRIBEE,VIC,3030,Wyndham (C),580 Tarneit Road,null,VIC,1957,144.6666,TARNEIT,Independent,03 8742 9000,-37.85525,2
Primary,118,3037,Emmaus Catholic Primary School,370 Sydenham Road,O,null,SYDENHAM,VIC,3037,Brimbank (C),370 Sydenham Road,null,VIC,1959,144.77225,SYDENHAM,Catholic,03 9390 4500,-37.7003,2
Primary,327,3429,Red Rock Christian College,PO Box 455,O,null,SUNBURY,VIC,3429,Hume (C),340 Settlement Road,null,VIC,1960,144.70602,SUNBURY,Independent,03 9740 5400,-37.5191,2
Primary,189,3073,Maharishi School of the Age of Enlightenment,PO Box 81,O,null,BUNDOORA,VIC,3083,Darebin (C),2-6 Dundee Street,null,VIC,1961,145.01947,RESERVOIR,Independent,03 9462 2888,-37.70438,2
Secondary,726,3029,Thomas Carr College,35 Thomas Carr Drive,O,null,TARNEIT,VIC,3029,Wyndham (C),35 Thomas Carr Drive,null,VIC,1962,144.70206,TARNEIT,Catholic,03 8734 2444,-37.84768,2
Primary,275,3222,St Thomas Primary School,1-7 Peninsula Drive,O,null,DRYSDALE,VIC,3222,Greater Geelong (C),1-7 Peninsula Drive,null,VIC,1963,144.55617,DRYSDALE,Catholic,03 5251 1050,-38.18801,2
Pri/Sec,525,3060,Darul Ulum College of Victoria,PO Box 130,O,null,FAWKNER,VIC,3060,Moreland (C),17 Baird Street,null,VIC,1965,144.9717,FAWKNER NORTH,Independent,03 9355 6800,-37.70518,2
Pri/Sec,145,3813,St Thomas Aquinas College,P.O. Box 500,O,null,TYNONG,VIC,3813,Cardinia (S),1 Tynong Road,null,VIC,1966,145.62369,TYNONG,Independent,03 5629 2500,-38.08322,2
Pri/Sec,189,3072,East Preston Islamic College,PO Box 8217,O,NORTHLAND CENTRE,EAST PRESTON,VIC,3072,Darebin (C),55 Tyler Street,null,VIC,1972,145.03622,EAST PRESTON,Independent,03 9478 3323,-37.73395,2
Primary,145,3782,Dandenong Ranges Steiner School,11c Duffys Road,O,null,EMERALD,VIC,3782,Cardinia (S),11c Duffys Road,null,VIC,1975,145.38821,EMERALD,Independent,03 8790 4797,-37.95976,2
Pri/Sec,327,3059,Aitken College,PO Box 2018,O,null,GREENVALE,VIC,3059,Hume (C),1010 Mickleham Road,null,VIC,1978,144.8907,GREENVALE,Independent,03 9333 1866,-37.62771,2
Secondary,111,3123,Alia College,119 Auburn Road (Box 10),O,Box 10,HAWTHORN EAST,VIC,3123,Boroondara (C),405 Tooronga Road,null,VIC,1981,145.04517,HAWTHORN EAST,Independent,03 9822 9622,-37.84322,2
Primary,465,3023,Christ the Priest Catholic Primary School,PO Box 3482,O,null,CAROLINE SPRINGS,VIC,3023,Melton (C),54 Caroline Springs Boulevard,null,VIC,1987,144.73744,CAROLINE SPRINGS,Catholic,03 9361 8600,-37.74772,2
